epoch,step,train_loss,train_loss_epoch,val_loss_epoch
23,146472,,,0.0018292799588201232
,147693,0.0018920713337138295,,
,148914,0.0018553887493908405,,
,150135,0.0018629832193255424,,
,151356,0.0018314423505216837,,
,152575,0.0018815454095602036,,
24,152575,,0.0018442303407937288,
24,152575,,,0.001799374084049439
,153796,0.0017641873564571142,,
,155017,0.002094302559271455,,
,156238,0.0018085648771375418,,
,157459,0.001856632181443274,,
,158678,0.0016475289594382048,,
25,158678,,0.0018349674064666033,
25,158678,,,0.0017967671957477684
,159899,0.001944663585163653,,
,161120,0.0018853081855922937,,
,162341,0.0018966448260471225,,
,163562,0.00172085827216506,,
,164781,0.0017215604893863201,,
26,164781,,0.0018270937725901604,
26,164781,,,0.0017867967807000777
,166002,0.0017771045677363873,,
,167223,0.0017533599166199565,,
,168444,0.001812235452234745,,
,169665,0.0019865643698722124,,
,170884,0.0018510902300477028,,
27,170884,,0.0018183122156187892,
27,170884,,,0.0017940758051900347
,172105,0.0017974141519516706,,
,173326,0.0017065403517335653,,
,174547,0.0017744249198585749,,
,175768,0.0018289361614733934,,
,176987,0.0018239413620904088,,
28,176987,,0.001810419955290854,
28,176987,,,0.0017619861240239173
,178208,0.0017657222924754024,,
,179429,0.0018537045689299703,,
,180650,0.0018104780465364456,,
,181871,0.001739248400554061,,
,183090,0.001790874172002077,,
29,183090,,0.0018040873110294342,
29,183090,,,0.0017791700121931365
,184311,0.0018926478223875165,,
,185532,0.0018394961953163147,,
,186753,0.0018944117473438382,,
,187974,0.0018647107062861323,,
,189193,0.0018041429575532675,,
30,189193,,0.0017951710615307093,
30,189193,,,0.0017688484389151706
,190414,0.0018106839852407575,,
,191635,0.0018227307591587305,,
,192856,0.0017393836751580238,,
,194077,0.0017870375886559486,,
,195296,0.0018044908065348864,,
31,195296,,0.0017893628682941198,
31,195296,,,0.0017720452227370173
,196517,0.002010973170399666,,
,197738,0.001801735837943852,,
,198959,0.0017138638067990541,,
,200180,0.0017628908390179276,,
,201399,0.0018780103418976068,,
32,201399,,0.0017817579209804535,
32,201399,,,0.0017582832274531
,202620,0.0017894497141242027,,
,203841,0.0017187119228765368,,
,205062,0.0018008756451308727,,
,206283,0.0016923544462770224,,
,207502,0.0017088351305574179,,
33,207502,,0.0017754629952833056,
33,207502,,,0.0017471717208715491
,208723,0.0016514970920979977,,
,209944,0.0017483099363744259,,
,211165,0.0017930527683347464,,
,212386,0.001678395550698042,,
,213605,0.0016530712600797415,,
34,213605,,0.0017709404928609729,
34,213605,,,0.001743083691880962
,214826,0.0017585770692676306,,
,216047,0.0017854961333796382,,
,217268,0.0018116754945367575,,
,218489,0.0017942322883754969,,
,219708,0.0017555969534441829,,
35,219708,,0.0017645631451159716,
35,219708,,,0.0017353429279641293
,220929,0.0016412170371040702,,
,222150,0.0017043135594576597,,
,223371,0.0017385887913405895,,
,224592,0.0018057567067444324,,
,225811,0.001721719279885292,,
36,225811,,0.0017579782288521528,
36,225811,,,0.0017304778286087953
,227032,0.0018197465687990189,,
,228253,0.0018280483782291412,,
,229474,0.0018123758491128683,,
,230695,0.0018399970140308142,,
,231914,0.0018136478029191494,,
37,231914,,0.0017552125500515103,
37,231914,,,0.0017387783918224398
,233135,0.001681414432823658,,
,234356,0.0017410465516149998,,
,235577,0.0016712832730263472,,
,236798,0.001743723638355732,,
,238017,0.0019176718778908253,,
38,238017,,0.0017468004953116179,
38,238017,,,0.001733348811747598
,239238,0.0017533163772895932,,
,240459,0.0018165491055697203,,
,241680,0.0016847492661327124,,
,242901,0.0017635058611631393,,
,244120,0.0018927589990198612,,
39,244120,,0.0017422818345949054,
39,244120,,,0.0017178561557542348
,245341,0.0017357883043587208,,
,246562,0.0018833477515727282,,
,247783,0.001666380907408893,,
,249004,0.001646214397624135,,
,250223,0.0016771299997344613,,
40,250223,,0.0017395390896126628,
40,250223,,,0.0017125743830607074
,251444,0.0016101279761642218,,
,252665,0.0017173336818814278,,
,253886,0.0017474032938480377,,
,255107,0.0018042984884232283,,
,256326,0.0016182087128981948,,
41,256326,,0.0017341002821922302,
41,256326,,,0.001726991918747176
,257547,0.0016746711917221546,,
,258768,0.0017587963957339525,,
,259989,0.0016567485872656107,,
,261210,0.0017700549215078354,,
,262429,0.0016865606885403395,,
42,262429,,0.0017305923392996192,
42,262429,,,0.0017265377940274165
,263650,0.0018641797360032797,,
,264871,0.0017466170247644186,,
,266092,0.0018102522008121014,,
,267313,0.0016962422523647547,,
,268532,0.001710863085463643,,
43,268532,,0.001724549918435514,
43,268532,,,0.0016968255923663985
,269753,0.00179351307451725,,
,270974,0.001546987215988338,,
,272195,0.001818617689423263,,
,273416,0.0018140145111829042,,
,274635,0.0017674337141215801,,
44,274635,,0.0017225418705493212,
44,274635,,,0.0017107229252330592
,275856,0.0017380721401423216,,
,277077,0.0017397892661392689,,
,278298,0.0016961464425548911,,
,279519,0.0018418924883008003,,
,280738,0.001694473554380238,,
45,280738,,0.0017178304260596633,
45,280738,,,0.0016886356198915937
,281959,0.0016595935449004173,,
,283180,0.001703871414065361,,
,284401,0.0017990812193602324,,
,285622,0.0018973948899656534,,
,286841,0.0016757091507315636,,
46,286841,,0.0017132586799561977,
46,286841,,,0.0016720033800382106
,288062,0.0017461099196225405,,
,289283,0.00178080378100276,,
,290504,0.001714552054181695,,
,291725,0.001635782653465867,,
,292944,0.0017646413762122393,,
47,292944,,0.0017120738048106432,
47,292944,,,0.0016839127113554076
,294165,0.0017247999785467982,,
,295386,0.0017282366752624512,,
,296607,0.0017858883365988731,,
,297828,0.0016890093684196472,,
,299047,0.0017549442127346992,,
48,299047,,0.0017065044958144426,
48,299047,,,0.001690637190505618
,300268,0.0016343204770237207,,
,301489,0.001724261324852705,,
,302710,0.0017217241693288088,,
,303931,0.0016630487516522408,,
,305150,0.001594008645042777,,
49,305150,,0.0017019178485497832,
49,305150,,,0.001678129738257801
,306371,0.0015892877709120512,,
,307592,0.0017640842124819756,,
,308813,0.0017687215004116297,,
,310034,0.0016532475128769875,,
,311253,0.0016850162064656615,,
50,311253,,0.0016989464638754725,
50,311253,,,0.0016795160844311362
,312474,0.001747871981933713,,
,313695,0.001642340561375022,,
,314916,0.001759496284648776,,
,316137,0.0016890717670321465,,
,317356,0.001692816847935319,,
51,317356,,0.0016960520297288895,
51,317356,,,0.0016852701808035863
,318577,0.001696520484983921,,
,319798,0.0016958035994321108,,
,321019,0.0016823378391563892,,
,322240,0.001693558762781322,,
,323459,0.0017239316366612911,,
52,323459,,0.0016939918277785182,
52,323459,,,0.0016784272977288385
,324680,0.001734297489747405,,
,325901,0.0017590211937204003,,
,327122,0.00177619862370193,,
,328343,0.001754918834194541,,
,329562,0.001723004039376974,,
53,329562,,0.001688038231804967,
53,329562,,,0.0016654278819647724
,330783,0.0016295553650707006,,
,332004,0.0017723949858918786,,
,333225,0.0016401452012360096,,
,334446,0.0016109399730339646,,
,335665,0.0017978278920054436,,
54,335665,,0.0016884832875803113,
54,335665,,,0.0016694868204840383
,336886,0.001715929014608264,,
,338107,0.0017738193273544312,,
,339328,0.0016995188780128956,,
,340549,0.0016991498414427042,,
,341768,0.0016815295675769448,,
55,341768,,0.001682909787632525,
55,341768,,,0.0016692230329070179
,342989,0.0016262114513665438,,
,344210,0.0017608323832973838,,
,345431,0.001592197921127081,,
,346652,0.0015595946460962296,,
,347871,0.0017343400977551937,,
56,347871,,0.0016808136133477092,
56,347871,,,0.0016563492617188175
,349092,0.0017017561476677656,,
,350313,0.0016315928660333157,,
,351534,0.0016863475320860744,,
,352755,0.0016338874120265245,,
,353974,0.001719135558232665,,
57,353974,,0.0016771648079156876,
57,353974,,,0.0016418622833386553
,355195,0.001782748382538557,,
,356416,0.0017506314907222986,,
,357637,0.0018536871066316962,,
,358858,0.0016147635178640485,,
,360077,0.001605746103450656,,
58,360077,,0.0016734752571210265,
58,360077,,,0.001638651917093113
,361298,0.001675724284723401,,
,362519,0.0017243999755010009,,
,363740,0.0015782653354108334,,
,364961,0.0016148353461176157,,
,366180,0.0017182501032948494,,
59,366180,,0.0016719904961064458,
59,366180,,,0.0016638493016514866
