epoch,step,train_loss,train_loss_epoch,val_loss_epoch
78,488240,,0.0016265164595097303,
78,488240,,,0.00162138930353962
,489461,0.0016167034627869725,,
,490682,0.001704701455309987,,
,491903,0.0015833444194868207,,
,493124,0.0016127971466630697,,
,494343,0.0015699849463999271,,
79,494343,,0.001625698758289218,
79,494343,,,0.001617986367267297
,495564,0.001590538420714438,,
,496785,0.0015689220745116472,,
,498006,0.0016515783499926329,,
,499227,0.001783652463927865,,
,500446,0.0015344282146543264,,
80,500446,,0.001623664633370936,
80,500446,,,0.0015967329658690046
,501667,0.0016078328480944037,,
,502888,0.0015540649183094501,,
,504109,0.0017014899058267474,,
,505330,0.001572830369696021,,
,506549,0.0016318097477778792,,
81,506549,,0.0016212518094107509,
81,506549,,,0.00160951740451951
,507770,0.0016579520888626575,,
,508991,0.0015463953604921699,,
,510212,0.0017301308689638972,,
,511433,0.0016135708428919315,,
,512652,0.001677226391620934,,
82,512652,,0.0016197949880734086,
82,512652,,,0.0016040280022368324
,513873,0.0016557031776756048,,
,515094,0.0015534698031842709,,
,516315,0.0015843891305848956,,
,517536,0.001662955153733492,,
,518755,0.0015511703677475452,,
83,518755,,0.001618731883354485,
83,518755,,,0.0016072901255893902
,519976,0.0015522806206718087,,
,521197,0.0016763955354690552,,
,522418,0.0015790823381394148,,
,523639,0.001715848222374916,,
,524858,0.0016334546962752938,,
84,524858,,0.0016148076392710209,
84,524858,,,0.0016012319352202973
,526079,0.001738732447847724,,
,527300,0.001580859418027103,,
,528521,0.0016628893790766597,,
,529742,0.0015583370113745332,,
,530961,0.0015231629367917776,,
85,530961,,0.001615525339730084,
85,530961,,,0.0015895400238299712
,532182,0.0016153864562511444,,
,533403,0.0016104835085570812,,
,534624,0.0016726251924410462,,
,535845,0.00167957809753716,,
,537064,0.0016554378671571612,,
86,537064,,0.0016121950466185808,
86,537064,,,0.0015959741364492744
,538285,0.0015480744186788797,,
,539506,0.001495705684646964,,
,540727,0.0016213676426559687,,
,541948,0.0016179815866053104,,
,543167,0.0015589314280077815,,
87,543167,,0.0016110037686303258,
87,543167,,,0.0016144387801864842
,544388,0.0015625525265932083,,
,545609,0.0015615243464708328,,
,546830,0.001649205107241869,,
,548051,0.0016025302466005087,,
,549270,0.001641270238906145,,
88,549270,,0.0016091540455818176,
88,549270,,,0.001607767894070168
,550491,0.00153257604688406,,
,551712,0.0016771203372627497,,
,552933,0.001619924558326602,,
,554154,0.0016385038616135716,,
,555373,0.001663088914938271,,
89,555373,,0.0016097931656986475,
89,555373,,,0.0016061141285434609
,556594,0.0016324592288583517,,
,557815,0.0015526516363024712,,
,559036,0.0014849093277007341,,
,560257,0.0016200907994061708,,
,561476,0.001496864715591073,,
90,561476,,0.0016057942993938923,
90,561476,,,0.0015847228780449902
,562697,0.0017190524376928806,,
,563918,0.0015663073863834143,,
,565139,0.0016428721137344837,,
,566360,0.0016134229954332113,,
,567579,0.001606783363968134,,
91,567579,,0.0016064377268776298,
91,567579,,,0.0015901090695568528
,568800,0.001532774418592453,,
,570021,0.0016182123217731714,,
,571242,0.0016902474453672767,,
,572463,0.0015348015585914254,,
,573682,0.0017413153545930982,,
92,573682,,0.0016049999976530671,
92,573682,,,0.0015885345656882787
,574903,0.0016353025566786528,,
,576124,0.0016832698602229357,,
,577345,0.0015610770788043737,,
,578566,0.0016301283612847328,,
,579785,0.001470674411393702,,
93,579785,,0.0016025701770558953,
93,579785,,,0.001570722639759178
,581006,0.001494440482929349,,
,582227,0.001593395252712071,,
,583448,0.0015943071339279413,,
,584669,0.001472189323976636,,
,585888,0.0015837851678952575,,
94,585888,,0.0016012777341529727,
94,585888,,,0.0015773645766293171
,587109,0.001752524171024561,,
,588330,0.0016739240381866693,,
,589551,0.001597813330590725,,
,590772,0.0015736296772956848,,
,591991,0.0014690409880131483,,
95,591991,,0.00159960996825248,
95,591991,,,0.0015997424946914687
,593212,0.0015240618959069252,,
,594433,0.0015675278846174479,,
,595654,0.0015779188834130764,,
,596875,0.0018016442190855742,,
,598094,0.0016278083203360438,,
96,598094,,0.0015982475597411394,
96,598094,,,0.0015820245178355301
,599315,0.0016352543607354164,,
,600536,0.001619264716282487,,
,601757,0.0016842777840793133,,
,602978,0.0015987613005563617,,
,604197,0.0015056368429213762,,
97,604197,,0.0015961149474605918,
97,604197,,,0.001588578467623743
,605418,0.001603338634595275,,
,606639,0.0017439781222492456,,
,607860,0.0014743679203093052,,
,609081,0.0015624754596501589,,
,610300,0.001676981570199132,,
98,610300,,0.0015947239007800817,
98,610300,,,0.0015837799215719837
,611521,0.0014931954210624099,,
,612742,0.0018002004362642765,,
,613963,0.0016613303450867534,,
,615184,0.0015548169612884521,,
,616403,0.0016272695502266288,,
99,616403,,0.001593932625837624,
99,616403,,,0.0015835485642501077
,617624,0.0016167850699275732,,
,618845,0.001616575988009572,,
,620066,0.001568556996062398,,
,621287,0.0015741769457235932,,
,622506,0.0016367442440241575,,
100,622506,,0.0015922660240903497,
100,622506,,,0.0015923851742180156
,623727,0.0016161034582182765,,
,624948,0.0016007930971682072,,
,626169,0.0015574002172797918,,
,627390,0.0015467099146917462,,
,628609,0.0015227408148348331,,
101,628609,,0.0015909099020063877,
101,628609,,,0.001591390811792407
,629830,0.0015063765458762646,,
,631051,0.0016719324048608541,,
,632272,0.0015625724336132407,,
,633493,0.00152107747271657,,
,634712,0.0015118034789338708,,
102,634712,,0.0015900444705039263,
102,634712,,,0.0015705195179239648
,635933,0.0016292307991534472,,
,637154,0.001650859834626317,,
,638375,0.0015083968173712492,,
,639596,0.0016466608503833413,,
,640815,0.0014405285473912954,,
103,640815,,0.0015884798485785723,
103,640815,,,0.0015882902729065448
,642036,0.001587964128702879,,
,643257,0.0016866880469024181,,
,644478,0.0015247822739183903,,
,645699,0.0016108411364257336,,
,646918,0.0015467314515262842,,
104,646918,,0.0015877156984061003,
104,646918,,,0.0015932142402457653
,648139,0.00164501229301095,,
,649360,0.0016489924164488912,,
,650581,0.0014749668771401048,,
,651802,0.0015743740368634462,,
,653021,0.001600981573574245,,
105,653021,,0.0015862544532865286,
105,653021,,,0.0015869525444434315
,654242,0.0016208917368203402,,
,655463,0.0015272105811163783,,
,656684,0.0015744940610602498,,
,657905,0.0015780080575495958,,
,659124,0.001608722610399127,,
106,659124,,0.0015842111315578222,
106,659124,,,0.0015899141521391565
,660345,0.0016606226563453674,,
,661566,0.0015404443256556988,,
,662787,0.0016089614946395159,,
,664008,0.0015990033280104399,,
,665227,0.0017560606356710196,,
107,665227,,0.0015836141537874937,
107,665227,,,0.0015625571106850612
,666448,0.0016005458310246468,,
,667669,0.0015417046379297972,,
,668890,0.00155085907317698,,
,670111,0.0015627886168658733,,
,671330,0.0016155499033629894,,
108,671330,,0.0015826445305719972,
108,671330,,,0.0015754664687012308
,672551,0.0015894975513219833,,
,673772,0.0015535837737843394,,
,674993,0.0015790441539138556,,
,676214,0.0015154125867411494,,
,677433,0.0014914633939042687,,
109,677433,,0.0015809527831152081,
109,677433,,,0.001582025615193072
,678654,0.001613221364095807,,
,679875,0.0015407679602503777,,
,681096,0.0015553123084828258,,
,682317,0.0015024463646113873,,
,683536,0.0015980334719642997,,
110,683536,,0.0015809928299859166,
110,683536,,,0.0015880910347628055
,684757,0.0016241517150774598,,
,685978,0.0015102160396054387,,
,687199,0.00147266557905823,,
,688420,0.001639818656258285,,
,689639,0.0015868018381297588,,
111,689639,,0.0015793221537023783,
111,689639,,,0.001557719395648627
,690860,0.0016358456341549754,,
,692081,0.0015806378796696663,,
,693302,0.001601567491889,,
,694523,0.0016387157374992967,,
,695742,0.001563984202221036,,
112,695742,,0.0015773382037878036,
112,695742,,,0.0015794874271988625
,696963,0.001511384267359972,,
,698184,0.0015768376179039478,,
,699405,0.0015192213468253613,,
,700626,0.001464804750867188,,
,701845,0.0015672084409743547,,
113,701845,,0.0015773014165461063,
113,701845,,,0.0015766959633586593
,703066,0.0016158671351149678,,
,704287,0.0015854076482355595,,
,705508,0.0015341814141720533,,
,706729,0.0016244344878941774,,
,707948,0.0014308132231235504,,
114,707948,,0.0015740360831841826,
114,707948,,,0.0015720775843307865
,709169,0.0014597412664443254,,
,710390,0.0016302665462717414,,
,711611,0.0015642526559531689,,
,712832,0.0016188377048820257,,
,714051,0.0015756648499518633,,
115,714051,,0.0015762384282425046,
115,714051,,,0.0015538447902950106
,715272,0.0016779344296082854,,
,716493,0.0016990950098261237,,
,717714,0.0016456723678857088,,
,718935,0.001576770911924541,,
,720154,0.0016514515737071633,,
116,720154,,0.0015732243191450834,
116,720154,,,0.0015556052113409901
,721375,0.0015875196550041437,,
,722596,0.0016011686529964209,,
,723817,0.0016250957269221544,,
,725038,0.0016203491250053048,,
,726257,0.0015233836602419615,,
117,726257,,0.00157259835395962,
117,726257,,,0.0015691565387867025
,727478,0.0015462487936019897,,
,728699,0.001566228806041181,,
,729920,0.0014926078729331493,,
,731141,0.0016119532519951463,,
,732360,0.0015560619067400694,,
118,732360,,0.0015714621404185891,
118,732360,,,0.001557784401200956
,733581,0.0014926041476428509,,
,734802,0.0015949446242302656,,
,736023,0.0016508777625858784,,
,737244,0.0016012606211006641,,
,738463,0.0015751898754388094,,
119,738463,,0.0015692160231992602,
119,738463,,,0.0015641039496928943
